,Unnamed: 0,Assessment,Question,Proof,Identify.Base.Case,Prove.Base.Case,Hypothesis.is.stated,Hypothesis.is.given.some.bound,Goal.is.Clear,Expression.of.Size.k.1.is.decomposed.into.expression.of.size.k,Inductive.Hypothesis.is.applied,Graded.By,Semester
399,400,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Since g(n) = $\frac{4}{3}$g(n-1)-$\frac{1}{3}$g(n-2) for n > 2, g(n)-g(n-1) = $\frac{1}{3}$g(n-1)-$\frac{1}{3}$g(n-2) = $\frac{1}{3}$(g(n-1)-g(n-2)). So g(n)-g(n-1) = $\frac{1}{3}$(g(n-1)-g(n-2)) = $\frac{1}{3}$^2(g(n-2)-g(n-3)) = ... = $\frac{1}{3}$^(n-1)(g(1)-g(0)) = $\frac{1}{3}$^(n-1)*$\frac{4}{3}$ = $\frac{4}{3^n}$. So g(n) = g(n-1)+$\frac{4}{3^n}$ = g(n-2)+$\frac{4}{3^n}$+$\frac{4}{3^{n-1}}$ = ... = g(0)+$\frac{4}{3^n}$+$\frac{4}{3^{n-1}}$+...+$\frac{4}{3}$ = $\frac{4}{3^n}$+$\frac{4}{3^{n-1}}$+...+$\frac{4}{3}$ = 4*$\frac{1}{2}$(1-$\frac{1}{3^n}$) = 2-$\frac{2}{3^n}$.",0,0,0,0,0,0,0,Seth,sp22
400,401,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Claim: Use induction to prove thay g(n) = 2 - 2/(3^n) for any natural number n. 

Proof: 
Using the definition of natural, we know that the number n will always be positive. 

g(0) = 0

g(1) = 4/3 

Our base case is g(1) = 4/3. And because natural numbers are positive, 2 - 2/(3^n) will always be positive, which is what we needed to show.",0,0,0,0,0,0,0,Seth,sp22
401,402,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Since g(0) = 0, g(1) = 4/3, we can know that g(0) - 2 = -2, g(1) - 2 = -2/3.

Since g(n) = 4/3*g(n-1) - 1/3*g(n-2), we can calculate that g(3) = 52/27, so g(3)-2 = -2/27.

In this case, g(1)-2/g(0)-2 = 1/3, g(2)-2/g(1)-2 = 1/3, and g(3)-2/g(2)-2 = 1/3.

So we can say that g(n) - 2 is an array with the same multiple number between each element.

So g(n) -2 = k/3^n, where k is a real number.

Since g(0) - 2 = -2, k = -2.

So g(n)-2 = -2/3^n.

So g(n) = 2-2/3^n, which is what we need to show.",0,0,0,0,0,0,0,Seth,sp22
402,403,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,I have no idea how induction works (the last answer was just a guess) and recursion makes my head hurt. I do not know how to prove this one.,0,0,0,0,0,0,0,Seth,sp22
403,404,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,induct d to get y,0,0,0,0,0,0,0,Seth,sp22
404,405,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Assertion: $g(n) = 2-\frac{2}{3^n}$ for any natural number n

Case 0: $g(0) = 2 - \frac{2}{3^0} = 2 - 2 = 0$, true

Case 1: $g(1) = 2 - \frac{2}{3^1} = 2 - \frac{2}{3} = \frac43$, true

Case k: $g(k) = \frac43 * g(k-1) - \frac13 * g(k-2)$

$g(k) = \frac43 * (2 - \frac{2}{3^{k-1}}) - \frac13 * (2 - \frac{2}{3^{k-2}})$

$g(k) = 2 - \frac{8}{3^k} + \frac{2}{3^{k-1}}$

Using case k, we can prove that this equation holds true for any natural number larger than k, lets say k+1

$g(k+1) = \frac43 * g((k+1)-1) - \frac13 * g((k+1)-2) = 2 - \frac{8}{3^{k+1}} + \frac{2}{3^{(k+1)-1}}$

$g(k+1) = \frac43 * g(k) - \frac13 * g(k-1) = 2 - \frac{8}{3^{k+1}} + \frac{2}{3^k}$

Substitute g(k)

$g(k+1) = \frac43 * [2 - \frac{8}{3^k} + \frac{2}{3^{k-1}}] - \frac13 * [2 - \frac{8}{3^{k-1}} + \frac{2}{3^{(k-1)-1}}] = 2 - \frac{8}{3^{k+1}} + \frac{2}{3^k}$

$g(k+1) = \frac43 * [2 - \frac{8}{3^k} + \frac{2}{3^{k-1}}] - \frac13 * [2 - \frac{8}{3^{k-1}} + \frac{2}{3^{(k-1)-1}}] = 2 - \frac{8}{3^{k+1}} + \frac{2}{3^k}$

$g(k+1) = 2 - \frac{32}{3^{k+1}} + \frac{16}{3^k} - \frac{2}{3^{k-1}} = 2 - \frac{8}{3^{k+1}} + \frac{2}{3^k}$

reorganize

$\frac{24}{3^{k+1}} + \frac{2}{3^{k-1}} = \frac{14}{3^k}$

$\frac{24}{(3)*3^k} + \frac{2*3}{3^k} = \frac{14}{3^k}$

$\frac{8}{3^k} + \frac{6}{3^k} = \frac{14}{3^k}$

$\frac{14}{3^k} = \frac{14}{3^k}$

This equation evaluates to be true for all k, so this function is indeed true.",2,2,1,1,2,2,2,Seth,sp22
405,406,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"g(n) equivalent to 2- 2/3^n for all natural numbers greater than or equal to 2

",0,0,0,0,0,0,0,Seth,sp22
406,407,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"1. If g(n) = 4/3 g(n - 1) - 1/3 g(n - 2), then g(n) is written recursively as a sum of two multiplied factors of its previous 2 elements.
2. Plugging in 2 for n, we get g(2) = 16/9, which is equal to 2 - 2 / (3^2) = 2 - 2 / 9 = 16 / 9.
3. Therefore, the following pattern shows that g(n) = 2 - 2 / (3^n).",1,2,0,0,0,0,0,Seth,sp22
407,408,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Suppose g(n) is true

To prove g(n+1):

g(n+1) = (4/3)g(n) - (1/3)g(n - 1)",0,0,0,0,0,0,0,Seth,sp22
408,409,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let the function $g(n)$ be defined as above, and let $n$ be a natural number. Since the function $g(n)$ is recursive, and the two passed arguments are $(n-1)$ and $(n-2)$, we know that after some $x$ amount of calls, there will be one call to $g(0)$ and one call to $g(1)$. 

Case 1: $n$ is even. Then zero will be retured by $\frac{1}{3}g(n-2)$, so the previous statement will return $\frac{4}{3}$

Case 2: $n$ is odd.",0,0,0,0,0,0,0,Seth,sp22
409,410,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base Case: The base case for the given equation will be true if it holds true for n = 0 and n = 1.. 

For n = 0, the LHS of the equation evaluates to 0 and the RHS evaluates to 2 - 2, i.e., 0.

For n = 1, the LHS of the equation evaluates to 4/3 and the RHS evaluates to 2 - (2/3), i.e., 4/3.

Hypothesis: Let us assume that this equation holds true for n = k.

Proof: If we, now, somehow prove that the equation is true for n = k + 1, we will establish it from induction that the equation holds true for all natural numbers.

For n = k + 1, we have to prove g(k + 1) = 4/3 g(k) - 1/3 g(k - 1)

LHS = 2 - 2/(3^(k+1))

RHS = 4/3(2 - 2/3^k) - 1/3*(2 - 2/3^(k-1)) = 8/3 - 8/3^(k+1) - 2/3 + 2/3^k = 2 - 8/3^(k+1) + 6/3^(k+1) = 2 - 2/(3^(k+1))

As LHS = RHS, it has been proved by induction that the equation is true for all natural numbers.",2,2,2,1,2,2,2,Seth,sp22
410,411,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let n be a natural number. If we plug in 2 for n we get g(2) = 4/3(2-1) - 1/3g(2-2) which then equals g(2) = 16/9. On the other hand, if we plug in g(2) = 2 - 2/3^3, we also get 16/9. ",1,2,0,0,0,0,0,Seth,sp22
411,412,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(0) = 0 using given 

g(0) = 2 - 2/3^0 = 0

next: 

g(1) = 4/3 using given

g(1) = 2 - 2/3^1 = 4/3

next:

g(2) = (4/3)*(4/3) - (1/3)*(0) = 16/9 using given 

g(2) = 2 - 2/3^2 = 2 - 2/9 = 16/9

Therefore, g(n) = 2 - 2/3^n for any natural number n
",2,2,0,0,0,0,0,Seth,sp22
412,413,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"for some n = 2: 2 - 2/9 = 16/9

4/3(4/3) - 1/3(0) = 16/9

The two are equal for n = 2. Now, we must prove that it is the same for some n + 1. 


g(n+1) = 4/3 * g(n) - 1/3 * g(n-1)

We can set this equal to 2 - 2/3^(n + 1)

1/3( 4g(n) - g(n-1) ) = 2 - 2/3 * 3^(-n)

6 - 2*3^(-n) = 4g(n) - g(n-1)

We can see that the two are equal to each other. ",1,2,0,0,0,0,0,Seth,sp22
413,414,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,g(n) = 4gn/3 - 4g/3 - gn/3 - 2g/3 = gn/3 - 2g = 2 - 2/3^n,0,0,0,0,0,0,0,Seth,sp22
414,415,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"$n = 0: g(0) = 2 - \frac{2}{3^0} = 0$

$n = 1: g(1) = 2 - \frac{2}{3^1} = \frac{4}{3}$

Assume that the statement holds for all $n \leq n+1$. Now we must prove that the statement holds for $n+1$.

$n ->n+1: g(n+1) = \frac{4}{3}g(n)-\frac{1}{3}g(n-1) = \frac{4}{3}(2 - \frac{2}{3^n}) -\frac{1}{3}(2 - \frac{2}{3^{n-1}}) = \frac{8}{3} - \frac{8}{3^{n+1}} - \frac{2}{3} + \frac{2}{3n}$

$= 2 - \frac{8}{3^{n+1}}+\frac{6}{3^{n+1}} = 2 - \frac{2}{3^{n+1}}$

$Q.E.D$",2,2,2,1,2,2,2,Seth,sp22
415,416,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Let n = 2.
Using the left hand side: $g(2) = \frac{4}{3}g(1) - \frac{1}{3}g(0) = \frac{16}{9}$. 
Using the right hand side: $g(2) = 2 - \frac{2}{3^2} = 2 - \frac{2}{9} = \frac{16}{9}$.
Therefore, the claim above is true. Which is what we needed to show.",1,2,0,0,0,0,0,Seth,sp22
416,417,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base Case: When n is 2, n is 16/9 which equals 2 - 2/3^2 so it checks out.
Suppose that g(k) = 2 - 2/3^k.
Then, g(k+1) = 4/3g(k) - 1/3g(k-1) = 4/3 (2-2/3^k) - 1/3 (2-2/3^k-1) = 8/3 - 8/3^k+1 - 2/3 + 2/3^k = 2 - 8/3^k+1 + 6/3^k+1 = 2 - 2/3^k+1 which is what we needed to prove.",1,2,2,0,2,2,2,Seth,sp22
417,418,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,Not sure what proof by induction is yet.,0,0,0,0,0,0,0,Seth,sp22
418,419,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Assume g(n) = 2 - 2/(3^n) is true.

g(n) = 2 - 8/(3^n)+2/3^(n-1)

g(n + 1) = 4/3gn-1/3g(n-1) = 2 - 8/(3^(n+1)) + 2/3^(n)

then g(n + 1) is true

QED",0,0,2,0,1,2,0,Seth,sp22
419,420,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"###Proof:

Consider the defined $g(n)$. Suppose that $g(n) = 2-\frac{2}{3^n}$.

When $n = 2$, $g(2) = \frac{4}{3}g(1) - \frac{1}{3}g(0) = \frac{16}{9} = 2 - \frac{2}{3^2}$ meets the suppose.

When $n>2$, we get $g(n) = 2-\frac{2}{3^n}$, while $g(n-1) = 2-\frac{2}{3^{n-1}}$. Let's find the $g(n+1)$.

By defination of $g(n)$, $g(n+1) = \frac{4}{3}g(n-1) - \frac{1}{3}g(n-2) = \frac{4}{3}(2-\frac{2}{3^n}) - \frac{1}{3}(2-\frac{2}{3^{n-1}}) = \frac{8}{3} - \frac{8}{3^{n+1}} - \frac{2}{3} + \frac{2}{3^n}$.

This equation could be simplify and transmit to $2 - (\frac{8}{3^{n+1}} - \frac{6}{3^{n+1}}) = 2-\frac{2}{3^{n+1}}$, which meet the suppose.

Hence, bny induction, we conlude that $\forall n \in N, g(n) = 2-\frac{2}{3^n}$.",1,2,1,2,2,2,2,Seth,sp22
420,421,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"We shall use induction to prove this claim.

Induction proposition - For natural numbers till n, g(n) = 2 - 2/(3^n).

Base case - For n = 0, g(0) = 2 - 2/(3^0) = 2 - 2/1 = 2 - 2 = 0.

Therefore the base case holds.

Induction step - Suppose for natural numbers till n - 1, g(n-1) = 2 - 2/(3^(n-1)), prove that for natural numbers till n , g(n) = 2 - 2/(3^n).

According to the claim,

g(n) = (4/3)g(n-1) - (1/3)g(n-2)

From our assumption in the inductive step,

g(n) = (4/3)(2 - 2/(3^(n-1))) - (1/3)(2 - 2/(3^(n-2)))

= 8/3 -8/(3^n) - 2/3 + 2/(3^(n-1))

= 2 - 2/(3^n)

Hence proved.",1,2,1,2,2,2,2,Seth,sp22
421,422,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(n) =4/3g(n-1) - 1/3g(n-2)

g(n+1) =4/3g(n) - 1/3g(n-1) ",0,0,0,0,0,0,0,Seth,sp22
422,423,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"proof by induction
base case n = 2
if n  = 2, g(2) = 16/9
Therefore by inputting a natural number, we will output a real number",1,1,0,0,0,0,0,Seth,sp22
423,424,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base Cases: When n = 0, g(0) = 2 - 2/3^0 = 2-2/1 = 2-2 = 0 which matches the definition above.

When n = 1, g(1) = 2 - 2/3^1 = 2 - 2/3 = 4/3 which matches the definition.

Induction Predicate: Assume that g(n) = 2 - 2/3^n is true for all n from 0 to k.
Induction Hypothesis: We then need to prove that g(n) is true when n is equal to k + 1

g(k+1) = 4/3g(k) - 1/3g(k-1) = 4/3(2-2/3^k) - 1/3(2-2/3^(k-1)) = 8/3 - 8/3^(k+1) - 2/3 + 2/3^k = 2 - 8/3^(k+1) + 6/3^(k+1) = 2 - 2/3^(k+1), so g(k+1) = 2 - 2/3^(k+1) which matches the definition for g(n) that we needed to prove.",2,2,2,2,2,2,2,Seth,sp22
424,425,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"2 - (2 / 3^n) where n = 1 is equal to 2 - (2 / 3)  = 4 / 3.
This is equal to g(1) = 0 - 1/3g(-1) = 1/3g. Since g = 4, g(1) = 4/3. So we have no reason to think otherwise.",1,1,0,0,0,0,0,Seth,sp22
425,426,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Since when natural number n = 1, the function g = 3/4 and g(0) = 0 we can test the full function of g(n).

Since integer n has to be greater than or equal to 2, we can input a natural number of 2 into the function of g(n) to get an answer. We would get 16/9 - 0. 

Similarly if we plug in 2 for the second function of g(n), we would get 2 - 2/27, which equals 52/27. ",1,1,0,0,0,0,0,Seth,sp22
426,427,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,Exactly know how to do this but always can't figure out the last step when n = k in this question.,0,0,0,0,0,0,0,Seth,sp22
427,428,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction on n.

Base Cases:

            g(0) = 0
            
            g(1) = 4/3

Inductive Proposition: g(k) = 4/3g(k-1) - 1/3g(k-2) $\forall$ k>=2

Inductive step: g(k+1) = 4/3g(k) - 1/3g(k-1)

=> g(k+1) = 4/3(4/3g(k-1) - 1/3g(k-2)) - 1/3g(k-1)

=> g(k+1) = 16/9 g(k-1) - 3/9 g(k-1) - 4/9 g(k-2)

=> g(k+1) = 13/9 g(k-1) - 4/9 g(k-2) 

but, k-1 and k-2 would eventually reach g(1) and g(0), hence, 

g(k) = 2 - 2/(3^k) $\forall$ k belonging to N.

Hence Proved.",2,1,2,1,2,2,0,Seth,sp22
428,429,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let there be cases of $g(0)$ and $g(1)$. Case1, $g(0) = 0$ so $g(0)$ = $2$ - $\frac{2}{3^n}$ must equal to 0. $g(0)$ = $2$ - $\frac{2}{3^0}$ = $2$ - $\frac{2}{1}$ = $0$. Case 2, $g(1) = \frac{4}{3}$ so $g(1)$ = $2$ - $\frac{2}{3^n}$ must equal to $\frac{4}{3}$. $g(1)$ = $2$ - $\frac{2}{3^1}$ = $2$ - $\frac{2}{3}$ = $\frac{4}{3}$. Since both cases are true, then $g(n)$ = $2$ - $\frac{2}{3^n}$ is true QED.",2,2,0,0,0,0,0,Seth,sp22
429,430,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"We are given that g(0) = 0, g(1) = 4/3, and g(n) = (4/3)*g(n-1) - (1/3)*g(n-2). We want to prove that g(n) can also be written as 2 - (2/(3^n)). 
To look at the equivelence, let us compare the values of (4/3)*g(n-1) - (1/3)*g(n-2) written as unreduced and impropper fractions to view the patterns. Since, g(0) = 0, g(1) = 4/3, g(2) = 16/9, g(3) = 52/27, g(4) = 60/81 and so on where the top value increases by an unknown amount, and the bottom increases by a multiple of 3, where the exponent is 3. 
Since the g(n) will approach 2, but never reach two, because (4/3)*y - (1/3)*y where y is any real number approaches two because of the limit as y goes to infinity, we can conclude that the value must be subtracted from 2. Thus, if we take the arbetrary value of 2, and subtract 2/(3^n) from 2, since we know the value must never grow above two, and that the denominator remains a constant multiple of 3, we get 2 - (2/(3^n)).
Thus, g(n) = (4/3)*g(n-1) - (1/3)*g(n-2) = 2 - (2/(3^n)). This is what we were trying to prove.",0,0,0,0,0,0,0,Seth,sp22
430,431,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(n) = $\frac{4}{3}$g(n-1) - $\frac{1}{3}$g(n-2)
     = $\frac{1}{3}$(4g(n-1) - g(n-2))
     =",0,0,0,0,0,0,0,Seth,sp22
431,432,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Let P(n): 4/3g(n-1)-1/3g(n-2), for n>=2 <br>
Now, P(2): 2 <br>
Thus, this holds for P(2) <br>
For P(k): 4/3g(k-1)-1/3g(k-2), for k>=2 <br>
Now, P(k+1): 4/3g(k+1-1) - 1/3g(k-2) = P(k)

Thus, this P(n) is true for all natural numbers n>=2",0,0,0,0,0,0,0,Seth,sp22
432,433,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Not sure what induction means:
g(2) = 4/3 * 4/3 - 1/3 * 0 = (4/3)^2 = 16/9
g(2) = 2 - (2/9) = 16/9

Same answer and since this same pattern continues we can use the formula to represent the mapping.

",1,2,0,0,0,0,0,Seth,sp22
433,434,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Since the first two starting values are 0 and 4/3, the pattern of the following values become dependent on them, which means that the pattern from 0, then 4/3, then 16/9 follow the equation 2 - 2/3^n",0,0,0,0,0,0,0,Seth,sp22
434,435,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,not sure how to do this question,0,0,0,0,0,0,0,Seth,sp22
435,436,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let $n$ be some natural number and $n >= 2$.

Suppose $g(0) = 0$ and $g(1) = 4/3$.

Suppose $g(n) = \frac{4}{3}g(n-1)-\frac{1}{3}g(n-2)$.

Therefore, $g(n) = 2 - \frac{2}{3^{n}}$, which is what we needed to prove.",0,0,0,0,0,0,0,Seth,sp22
436,437,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"$g(n)=\dfrac{4}{3}g(n-1)-\dfrac{4}{3}g(n-2)=(\dfrac{4}{3})^n*\dfrac{4}{3}-(\dfrac{1}{3})^{n}*0$

$g(n)=\dfrac{2\cdot3^n-2}{3^n}=2-\dfrac{2}{3^n}$",0,0,0,0,0,0,0,Seth,sp22
437,438,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Let us prove the base case. g(2) = 2 - 2/9 = 2-16/9 = 7/4 = 4/3(4/3) - 1/3(0). The base case holds. Now let us prove that the equation 2 - 2/3^n holds for n = k st k is a natural number >= 2. If n = k, g(n) = 4/3g(k-1) - 1/3(g(k-2). g(n) will also equal 2 - 2/3^k. g(k-1) = 4/3(g(k-2)) - 1/3g(k - 3). This becomes (4/3)^(k) - (1/3)^(k-2)(Stuck.",1,2,1,1,0,2,0,Seth,sp22
438,439,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"$g(0) = 0$

$g(1) = \frac{4}{3}$

$g(2) = \frac{4}{3}(\frac{4}{3}) - \frac{1}{3}(0) = \frac{16}{9}$

The function is recursive so if it works for one case then it will continue to work for all.

Thus, the formula above $g(n)$ works for any natural number $n$",0,0,0,0,0,0,0,Seth,sp22
439,440,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(n) = (4/3)g(n-1) - (1/3)g(n-2) 

g(n+1) = (4/3)g(n) -  (1/3)g(n-1) = (4/3)((4/3)g(n-1)) - 1/3g(n-1) = (16/9 - 1/3)g(n-1) = (13/9)g(n-1)
",0,0,0,0,0,0,0,Seth,sp22
440,441,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Base: for g(n)=2-$\frac{2}{3^n}$, n=0, 0=0. n=1,g(1)=4/3. 
Suppose g(n)=2-$\frac{2}{3^n}$ for n=0,1....k-1. g(k)=$\frac{4}{3}$g(k-1)-$\frac{1}{3}$g(k-2) = $\frac{4}{3}$(2-$\frac{2}{3^{k-1}}$)-$\frac{1}{3}$(2-$\frac{2}{3^{k-2}}$) = 
$\frac{8}{3}$-$\frac{8}{3^{k}}$-$\frac{2}{3}$+$\frac{2}{3^{k-1}}$ = 2-($\frac{8}{3^{k}}$-$\frac{6}{3^{k}}$) = 2-$\frac{2}{3^k}$",2,2,2,2,2,2,2,Seth,sp22
441,442,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"g(n) = 4/3gn - 4/3g - 1/3 gn + 2/3 g

=gn - 2/3 g
= g(n-2/3)
",0,0,0,0,0,0,0,Seth,sp22
442,443,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Proof: </br>
Let n be a natural number. </br>
Note that g(0) must = 0 and g(0) = 2 - $\frac{2}{3^0}$ = 2-2 = 0.<br>
Note that if n = 1, g(1) must be $\frac{4}{3}$ and g(1) = 2 - \frac{2}{3^1} = \frac{4}{3}.</br>
So we have that g(n) = $2 - \frac{2}{3^n}$ is true if n = 0 or n = 1.
Let us consider g(n + 1) for $n \geq 2$. </br>
g(n+1) = $\frac{4}{3}g(n+1 - 1) - \frac{1}{3}g(n + 1 - 2) = \frac{4}{3}g(n) - \frac{1}{3}g(n-1) $</br>
$ = \frac{4}{3}(\frac{4}{3}g(n - 1) - \frac{1}{3}g(n - 2)) - \frac{1}{3}g(n-1) = \frac{16}{9}g(n-1) - \frac{4}{9}g(n-2) - \frac{1}{3}g(n-1)$. </br>
$ = \frac{13}{9}g(n-1) - \frac{4}{9}g(n-2)$
</br>
Unsure of how to proceed to show how $\frac{13}{9}g(n-1) - \frac{4}{9}g(n-2)$ can be put in the form $2 - \frac{2}{3^{n+1}}$",2,2,0,1,0,2,0,Seth,sp22
443,444,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"base case: g(0) = 0
base case: n = 1 =>1
prove for n - 1 => 4/3(n - 1) - 1/3(g(n - 3). ",1,1,0,0,0,0,0,Seth,sp22
444,445,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Proof by induction.
Let $g(k) = \frac{4}{3}g(k-1)-\frac{1}{3}g(k-2), k\in N, k\geq2$.
Assume $g(k) = 2 - \frac{2}{3^{n}}$ is true for all $k\in N, k\geq2$.
Base case: $k = 2, g(2) = \frac{4}{3}*\frac{4}{3} - \frac{1}{3}*0 = \frac{16}{9} = 2 - \frac{2}{3^{2}}$.
$g(k) = \frac{4}{3}g(k-1)-\frac{1}{3}g(k-2) = \frac{4}{3}(2-\frac{2}{3^{k-1}})-\frac{1}{3}(2-\frac{2}{3^{k-2}}) = \frac{8}{3} - \frac{8}{3^k} - \frac{2}{3} + \frac{2}{3^{k-1}} = 2 - \frac{8}{3^k} + \frac{6}{3^k}$
$= 2-\frac{2}{3^k}$.
Therefore the statement is true.",1,2,2,1,2,2,2,Seth,sp22
445,446,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"The initial claim shows that g(n) = 4/3g(n-1) - 1/3g(n-2), for n >= 2. 
Plugging in g(1) = 4/3 into the initial g(n) function, we get that g = 3. 

Suppose that n = 2: 

g(n) = g(2) = 4/3(3)(2-1) - 1/3(3)(2-2)= 4 
g(n) = g(2) = 2 - 2/3^n = 2- 2/3^(2) = 16/9

Although these two values are not equal, it is important to note that the first equation is for for n >= 2, while the second is meant for any natural number n. This is why the answer resulting from the second equation is so small, thus proving the claim.",0,0,0,0,0,0,0,Seth,sp22
446,447,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let n = 2. Then, $g(2) = \frac{4}{3} g(1) - \frac{1}{3} g(0)$

$=\frac{16}{9} = \frac{18-2}{3^2}$ So, $ \frac{4}{3} g(n-1) - \frac{1}{3} g(n-2) = 2 - \frac{2}{3^2}$ is true for n = 2.

=$\frac{4g(k-1) - g(k-2)}{3} = \frac{2(3^k)-2}{3^k}$

=$4g(k-1) - g(k-2) = (3^{1-k})(2(3^k)-2)$

Let k be a natural number. Suppose that $ \frac{4}{3} g(k-1) - \frac{1}{3} g(k-2) =  2 - \frac{2}{3^k}$ is true for k greater than 2.

Then, for n = (k+1), $ \frac{4}{3} g(k) - \frac{1}{3} g(k-1)$

= $$

So,because $ \frac{4}{3} g(n-1) - \frac{1}{3} g(n-2) = 2 - \frac{2}{3^2}$ is true for n = 2, n = k, and n = (k+1), it is true for all natural numbers.",1,2,2,1,0,0,0,Seth,sp22
447,448,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"**Proof:**

We will use proof by induction over n.

Inductive Predicate: g(n) = 2 - 2/3^n

Base Cases: 
g(0) = 0, 

g(1) = 4/3, 

g(2) = 4/3*g(n-1) - 1/3*g(n-2) = 4/3(4/3) - 1/3(0) = 16/9 = 2 - 2/3^n = 2 - 2/9 = 16/9.

So the inductive predicate holds for our base cases.

Inductive Hypothesis: For any natural number n, g(n) = 2 - 2/3^n holds.

Inductive Step: 
g(k-1) = 4/3*g(k-2) - 1/3*g(k-3)

g(k-1) = 2 - 2/3^(k-1)

Forgot what to do next.",2,1,2,1,0,2,0,Seth,sp22
448,449,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let n be a natural number when n >= 2. Given that for any number n >= 2, g(n) would be a recursive sequence, g(n) = 2 -2/3^n would be the base case. In support as well, given a case where n = 3, 4/3(g(2) - 1/3(4/3) = 4/3(4/3)(4/3-0) + 4/9. This is equivalent to 2-2/3^n",0,0,0,0,0,0,0,Seth,sp22
449,450,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let g: N -> R have the following values at 0,1 and n where n >= 2.

for n = 2, g(n) = 16/9 which is of the form 2 - 2/3^n for any natural number n.

on substituting n = 2 into 2 - 2/3^n we also get 16/9

Similarly, for n = 3 g(3) evaluates to 52/27 which is also of the form 2 - 2/3^n.

This implies LHS = RHS and the claims is true.

QED

",1,2,0,0,0,0,0,Yael,sp22
450,451,Exam 1,learningStudy/WrittenInduction_Recurrence_v3,"Let g(0) = 0, g(1) = 4/3, and g(n) = 4/3g(n-1) - 1/3g(n-2), for n$\geq$2. 

When n = 0, g(0) = 2 - $\frac{2}{2}$ = 0.

When n = 1, g(1) = 2 - 2/3 = 4/3.

Therefore, g(n) = 2 - 2/3^n for any natural number n.",2,2,0,0,0,0,0,Yael,sp22
451,452,Exam 6,learningStudy/WrittenInduction_Recurrence_v3,"Since g is integer and real number, g(0) = 2-2/3^0 = 0 and g(1) = 2-2/3^1 = 4/3 and g(2) = 4/3*g(2-1) - 1/3*g(2-2) = 2-2/3^2. So we cam prove that g(n) = 2 - 2/3^n for any natural number n.",2,2,0,0,0,0,0,Yael,sp22
